step,Policy/Entropy,AngleStability,GroundCollision,Reward,Policy/Extrinsic Value Estimate,Environment/Episode Length,EpisodeLength,TargetsFound,PathEfficiency,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Policy Loss,Losses/Value Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Losses/Pretraining Loss
1150000,1.8449589014053345,0.489338219165802,0.1299700289964676,5.078901767730713,2.861074447631836,345.6805419921875,346.6805419921875,5.0,0.6413328051567078,12.510470390319824,12.510470390319824,0.023911252617836,0.15397034585475922,0.0002325264795217663,0.17750881612300873,0.0038776900619268417,0.310374915599823
1200000,1.854797124862671,0.4828171730041504,0.10322270542383194,5.112378120422363,2.9141006469726562,326.9803771972656,327.9803771972656,5.0,0.654974102973938,12.435121536254883,12.435121536254883,0.023778488859534264,0.16698405146598816,0.00022975195315666497,0.17658397555351257,0.0038315404672175646,0.310374915599823
1250000,1.7638121843338013,0.650000810623169,0.2575957775115967,5.330942630767822,2.995715379714966,361.5,362.5,5.0,0.6733281016349792,12.863821029663086,12.863821029663086,0.023778488859534264,0.16698405146598816,0.00022975195315666497,0.17658397555351257,0.0038315404672175646,0.310374915599823
1300000,1.758681058883667,0.47928956151008606,0.11979424953460693,5.21925687789917,3.014677047729492,326.392578125,327.392578125,5.0,0.6874405741691589,12.785382270812988,12.785382270812988,0.024769127368927002,0.15709711611270905,0.00022311645443551242,0.17437215149402618,0.003721170127391815,0.310374915599823
1350000,1.766431212425232,0.5009406805038452,0.0884946882724762,5.004268169403076,3.124303102493286,312.3187561035156,313.3187561035156,4.956250190734863,0.7168096899986267,12.564611434936523,12.564611434936523,0.020204680040478706,0.1908399760723114,0.0002203411131631583,0.17344702780246735,0.0036750067956745625,0.310374915599823
1400000,1.7686514854431152,0.4924209713935852,0.09751120209693909,4.953723907470703,3.1001524925231934,314.9493713378906,315.9493713378906,5.0,0.700735867023468,12.486319541931152,12.486319541931152,0.021863702684640884,0.1695897877216339,0.00021726303384639323,0.17242099344730377,0.003623807802796364,0.310374915599823
1450000,1.6879509687423706,0.5259295105934143,0.08462169021368027,5.301666736602783,3.009340763092041,319.50640869140625,320.50640869140625,4.987179279327393,0.6867319345474243,12.606184959411621,12.606184959411621,0.02101731486618519,0.16631701588630676,0.0002144912868971005,0.17149709165096283,0.003577704541385174,0.310374915599823
1500000,1.7178590297698975,0.48003384470939636,0.13941730558872223,5.193916320800781,2.9594154357910156,329.5695495605469,330.5695495605469,4.980132579803467,0.6604576706886292,12.490193367004395,12.490193367004395,0.023609085008502007,0.15737205743789673,0.00021171847765799612,0.17057281732559204,0.003531583584845066,0.310374915599823
1550000,1.723319172859192,0.4982396066188812,0.0893736258149147,5.201077938079834,3.046069860458374,304.4756164550781,305.4756164550781,4.97560977935791,0.676519513130188,12.50993537902832,12.50993537902832,0.02508596144616604,0.16803717613220215,0.00020863987447228283,0.16954661905765533,0.003480376210063696,0.310374915599823
1600000,1.7552900314331055,0.4878365695476532,0.11861423403024673,5.198109149932861,3.0683584213256836,318.24359130859375,319.24359130859375,4.987179279327393,0.6769852638244629,12.591839790344238,12.591839790344238,0.020276756957173347,0.15813563764095306,0.00020555968512780964,0.16851988434791565,0.003429142292588949,0.310374915599823
1650000,1.7429134845733643,0.5126417279243469,0.14137455821037292,5.152866840362549,2.938987970352173,337.7635192871094,338.7635192871094,4.932432651519775,0.6642709970474243,12.523849487304688,12.523849487304688,0.024276865646243095,0.15292900800704956,0.0002024794084718451,0.16749311983585358,0.0033779069781303406,0.310374915599823
1700000,1.758972406387329,0.49525901675224304,0.14890256524085999,5.084219455718994,3.0601773262023926,304.0365905761719,305.0365905761719,4.95121955871582,0.6677464246749878,12.387054443359375,12.387054443359375,0.022190075367689133,0.17850631475448608,0.00019940119818784297,0.16646705567836761,0.0033267061226069927,0.310374915599823
1750000,1.7090586423873901,0.48679542541503906,0.12439493089914322,5.2032270431518555,2.95542049407959,337.229736328125,338.229736328125,4.993243217468262,0.649142861366272,12.652853012084961,12.652853012084961,0.022814180701971054,0.16407863795757294,0.00019631959730759263,0.16543985903263092,0.0032754489220678806,0.310374915599823
1800000,1.7425196170806885,0.4926711916923523,0.1310088187456131,4.788487911224365,2.936899423599243,340.9520568847656,341.9520568847656,4.924657344818115,0.6439483761787415,12.204959869384766,12.204959869384766,0.022228531539440155,0.17357158660888672,0.00019323833112139255,0.16441276669502258,0.003224196843802929,0.310374915599823
1850000,1.7222415208816528,0.5092089772224426,0.1144251748919487,4.973377704620361,2.8726303577423096,336.3310852050781,337.3310852050781,4.885135173797607,0.6546334028244019,12.211493492126465,12.211493492126465,0.02334531582891941,0.1680115908384323,0.00019046720990445465,0.16348905861377716,0.0031781040597707033,0.310374915599823
1900000,1.743773341178894,0.45310625433921814,0.07383839786052704,5.19014835357666,3.0127005577087402,319.3461608886719,320.3461608886719,4.974359035491943,0.6600398421287537,12.47917652130127,12.47917652130127,0.021768370643258095,0.15628287196159363,0.00018769525922834873,0.16256506741046906,0.003131997073069215,0.310374915599823
1950000,1.7803291082382202,0.48442038893699646,0.12774203717708588,4.847057342529297,2.979055166244507,320.7823181152344,321.7823181152344,4.965986251831055,0.6831397414207458,12.630574226379395,12.630574226379395,0.023187963292002678,0.17306949198246002,0.00018461553554516286,0.1615384966135025,0.0030807710718363523,0.310374915599823
2000000,1.8052473068237305,0.495797336101532,0.07577697187662125,4.212392807006836,3.0282719135284424,378.06475830078125,379.06475830078125,4.964028835296631,0.68113112449646,12.56977367401123,12.56977367401123,0.023880722001194954,0.142035111784935,0.0001815323776099831,0.16051077842712402,0.0030294880270957947,0.310374915599823
2050000,1.7668540477752686,0.4735848307609558,0.08277986943721771,5.248062610626221,3.021800994873047,299.0957946777344,300.0957946777344,4.946107864379883,0.6725228428840637,12.378057479858398,12.378057479858398,0.027171863242983818,0.16717909276485443,0.00017845199909061193,0.15948398411273956,0.002978250849992037,0.310374915599823
2100000,1.7527350187301636,0.48719897866249084,0.11540693789720535,5.047194957733154,3.0522654056549072,320.5677490234375,321.5677490234375,4.980645179748535,0.6855695247650146,12.511804580688477,12.511804580688477,0.025532687082886696,0.17291349172592163,0.00017537294479552656,0.15845763683319092,0.002927035791799426,0.310374915599823
2150000,1.737753987312317,0.5064517259597778,0.13752298057079315,5.198123931884766,3.045437812805176,316.4430236816406,317.4430236816406,5.0,0.6768088936805725,12.726731300354004,12.726731300354004,0.023910460993647575,0.16240957379341125,0.00017229252262040973,0.15743082761764526,0.0028757983818650246,0.310374915599823
2200000,1.7414823770523071,0.5243398547172546,0.17713040113449097,5.016119956970215,3.0988261699676514,315.9493713378906,316.9493713378906,4.955696105957031,0.6532576680183411,12.496366500854492,12.496366500854492,0.021954283118247986,0.17672130465507507,0.00016952093574218452,0.1565069705247879,0.002829697448760271,0.310374915599823
2250000,1.7440046072006226,0.47300758957862854,0.19430720806121826,5.230190277099609,3.1021840572357178,304.9202575683594,305.9202575683594,4.969325065612793,0.6779575347900391,12.628193855285645,12.628193855285645,0.028631150722503662,0.17262093722820282,0.00016674866492394358,0.15558287501335144,0.002783585339784622,0.310374915599823
2300000,1.7450270652770996,0.5020180940628052,0.10328131169080734,5.187071323394775,3.123650550842285,320.20513916015625,321.20513916015625,4.993589878082275,0.6743114590644836,12.731827735900879,12.731827735900879,0.02436358481645584,0.15807022154331207,0.00016366747149731964,0.1545558124780655,0.002732334891334176,0.310374915599823
2350000,1.7632988691329956,0.4990222752094269,0.19948813319206238,5.130440711975098,3.0794286727905273,322.9285583496094,323.9285583496094,4.9805192947387695,0.6503850817680359,12.648746490478516,12.648746490478516,0.023227645084261894,0.1667451560497284,0.00016058672918006778,0.15352889895439148,0.002681091893464327,0.310374915599823
2400000,1.7409847974777222,0.5094744563102722,0.17498500645160675,5.188309192657471,3.024331569671631,326.2810363769531,327.2810363769531,4.99346399307251,0.6687191128730774,12.682085037231445,12.682085037231445,0.02239055559039116,0.16738823056221008,0.0001575073110871017,0.1525024175643921,0.002629870781674981,0.310374915599823
2450000,1.7568296194076538,0.4629642069339752,0.17255106568336487,5.0350341796875,3.0463624000549316,320.28387451171875,321.28387451171875,4.993548393249512,0.650602400302887,12.557696342468262,12.557696342468262,0.021949784830212593,0.1642880141735077,0.00015442418225575238,0.1514747142791748,0.0025785882025957108,0.310374915599823
2500000,1.758223533630371,0.5234113931655884,0.14622245728969574,5.066189765930176,3.0492968559265137,313.5031433105469,314.5031433105469,4.95597505569458,0.641386866569519,12.419219970703125,12.419219970703125,0.02462378516793251,0.18105022609233856,0.00015134058776311576,0.1504468470811844,0.002527297707274556,0.310374915599823
2550000,1.741051197052002,0.4976366460323334,0.16828653216362,4.944276809692383,3.025259494781494,305.07318115234375,306.07318115234375,4.908536434173584,0.6616582274436951,12.327266693115234,12.327266693115234,0.023398924618959427,0.16685694456100464,0.00014825837570242584,0.14941944181919098,0.0024760302621871233,0.310374915599823
2600000,1.7454839944839478,0.48284122347831726,0.19143149256706238,5.21737813949585,3.0570011138916016,309.9378967285156,310.9378967285156,4.956521511077881,0.6534057259559631,12.33565902709961,12.33565902709961,0.021156296133995056,0.1721653789281845,0.0001454864686820656,0.14849546551704407,0.0024299239739775658,0.310374915599823
2650000,1.7359894514083862,0.47657933831214905,0.2163919359445572,4.956555366516113,3.0220797061920166,303.0243835449219,304.0243835449219,4.878048896789551,0.689166784286499,12.3651704788208,12.3651704788208,0.02547481842339039,0.16285385191440582,0.00014271640975493938,0.1475721150636673,0.002383848885074258,0.310374915599823
2700000,1.7358442544937134,0.5090520977973938,0.22012239694595337,5.189089775085449,3.0662505626678467,313.4905700683594,314.4905700683594,4.96855354309082,0.6461904048919678,12.535314559936523,12.535314559936523,0.02383350394666195,0.2034827321767807,0.00013963347009848803,0.1465444713830948,0.0023325690999627113,0.310374915599823
2750000,1.7387616634368896,0.479799747467041,0.2592311203479767,4.97345495223999,3.083958148956299,318.6560363769531,319.6560363769531,4.910828113555908,0.6478368639945984,12.371949195861816,12.371949195861816,0.021417630836367607,0.16767719388008118,0.00013655569637194276,0.14551854133605957,0.0022813754621893167,0.310374915599823
2800000,1.7396206855773926,0.48608285188674927,0.15533378720283508,5.097166061401367,3.1248652935028076,307.9813537597656,308.9813537597656,4.968944072723389,0.6560505032539368,12.506897926330566,12.506897926330566,0.02413628250360489,0.1743781566619873,0.00013347394997254014,0.1444912999868393,0.0022301157005131245,0.310374915599823
2850000,1.7263957262039185,0.48594409227371216,0.1407337784767151,4.978019714355469,3.1260459423065186,310.6770324707031,311.6770324707031,4.987577438354492,0.671337902545929,12.648882865905762,12.648882865905762,0.027042657136917114,0.1661502867937088,0.0001303934695897624,0.14346447587013245,0.0021788771264255047,0.310374915599823
2900000,1.7427908182144165,0.4982115924358368,0.13270246982574463,5.128105163574219,3.193812847137451,296.9047546386719,297.9047546386719,4.976190567016602,0.6957052946090698,12.625631332397461,12.625631332397461,0.02406919375061989,0.17939431965351105,0.0001273133239010349,0.14243775606155396,0.0021276441402733326,0.310374915599823
2950000,1.7510840892791748,0.48006725311279297,0.15065012872219086,5.338062286376953,3.155783176422119,306.7901306152344,307.7901306152344,4.9938273429870605,0.6891091465950012,12.653281211853027,12.653281211853027,0.021159609779715538,0.17039601504802704,0.00012453780800569803,0.14151258766651154,0.002081478014588356,0.310374915599823
3000000,1.733234167098999,0.5268678665161133,0.14375974237918854,5.269659042358398,3.1379647254943848,308.8509216308594,309.8509216308594,5.0,0.6926407217979431,12.727704048156738,12.727704048156738,0.02416348084807396,0.16302292048931122,0.00012176389282103628,0.1405879408121109,0.002035338431596756,0.310374915599823
3050000,1.709848165512085,0.5049929022789001,0.1265602558851242,5.346380233764648,3.2106614112854004,291.72515869140625,292.72515869140625,4.947368621826172,0.6925785541534424,12.585911750793457,12.585911750793457,0.02633226104080677,0.17439968883991241,0.00011868392175529152,0.13956128060817719,0.0019841082394123077,0.310374915599823
3100000,1.6895618438720703,0.514874279499054,0.13474610447883606,5.028006076812744,3.1839451789855957,295.35504150390625,296.35504150390625,4.982248306274414,0.6905374526977539,12.528200149536133,12.528200149536133,0.02325545810163021,0.18725638091564178,0.00011560307029867545,0.1385343372821808,0.0019328633788973093,0.310374915599823
3150000,1.6741403341293335,0.5010581016540527,0.1598360687494278,5.216660976409912,3.158224105834961,303.6097412109375,304.6097412109375,4.987804889678955,0.6982432007789612,12.733145713806152,12.733145713806152,0.021827219054102898,0.16064006090164185,0.0001125223352573812,0.13750742375850677,0.001881620497442782,0.310374915599823
3200000,1.6946965456008911,0.5085622072219849,0.152572900056839,5.1470770835876465,3.2322020530700684,288.5433654785156,289.5433654785156,4.994219779968262,0.6917675137519836,12.649428367614746,12.649428367614746,0.022698312997817993,0.177826926112175,0.00010944150562863797,0.13648048043251038,0.001830375986173749,0.310374915599823
3250000,1.6535645723342896,0.5015333890914917,0.1421574503183365,5.261489391326904,3.222541570663452,302.8414611816406,303.8414611816406,4.95121955871582,0.6847124099731445,12.540935516357422,12.540935516357422,0.023383228108286858,0.1724240928888321,0.0001063601957866922,0.13545337319374084,0.00177912344224751,0.310374915599823
3300000,1.692646861076355,0.4971783757209778,0.15196990966796875,4.999354839324951,3.2289249897003174,288.9942321777344,289.9942321777344,4.942196369171143,0.6869800686836243,12.334478378295898,12.334478378295898,0.023824598640203476,0.1689031571149826,0.0001032753789331764,0.1344251036643982,0.0017278126906603575,0.310374915599823
3350000,1.6785773038864136,0.503564715385437,0.11481407284736633,5.184010982513428,3.1971566677093506,306.2637939453125,307.2637939453125,4.981595039367676,0.6769170761108398,12.61943244934082,12.61943244934082,0.023742157965898514,0.17465420067310333,0.0001005033846013248,0.1335010975599289,0.0016817051218822598,0.310374915599823
3400000,1.6414121389389038,0.5153091549873352,0.14852455258369446,5.4009246826171875,3.2451775074005127,289.2383728027344,290.2383728027344,4.94767427444458,0.7021936178207397,12.59410285949707,12.59410285949707,0.02548125758767128,0.19190731644630432,9.772865450941026e-05,0.13257619738578796,0.0016355521511286497,0.310374915599823
3450000,1.6542344093322754,0.4912281036376953,0.1594710350036621,5.213545799255371,3.1769447326660156,300.1084289550781,301.1084289550781,4.987951755523682,0.6780814528465271,12.651519775390625,12.651519775390625,0.02417794242501259,0.16863234341144562,9.464401955483481e-05,0.1315479874610901,0.0015842444263398647,0.310374915599823
3500000,1.5227794647216797,0.9368055462837219,0.0,1.4026490449905396,3.2098822593688965,289.8546447753906,290.8546447753906,4.982558250427246,0.687022864818573,12.707978248596191,12.707978248596191,0.021462762728333473,0.17736157774925232,9.15630444069393e-05,0.1305209994316101,0.0015329974703490734,0.310374915599823
3550000,1.667913556098938,0.4872809946537018,0.1892610788345337,5.149227619171143,3.207735538482666,292.7705993652344,293.7705993652344,4.9588236808776855,0.6969636678695679,12.775955200195312,12.775955200195312,0.02426334284245968,0.1702221930027008,8.846393757266924e-05,0.12948796153068542,0.0014814489986747503,0.310374915599823
3600000,1.7334973812103271,0.5022955536842346,0.023339658975601196,5.167738914489746,3.2536535263061523,284.6666564941406,285.6666564941406,5.0,0.7194042801856995,12.811431884765625,12.811431884765625,0.025912383571267128,0.19625383615493774,8.539843111066148e-05,0.12846611440181732,0.0014304594369605184,0.310374915599823
3650000,1.6734950542449951,0.4683321416378021,0.15616503357887268,5.309635639190674,3.242821455001831,301.1204833984375,302.1204833984375,5.0,0.6930028200149536,12.840803146362305,12.840803146362305,0.02397298999130726,0.18641343712806702,8.231848914874718e-05,0.1274394690990448,0.0013792297104373574,0.310374915599823
3700000,1.6869596242904663,0.5077580809593201,0.1647096425294876,5.227972507476807,3.2449092864990234,287.96533203125,288.96533203125,4.994219779968262,0.7045365571975708,12.785120964050293,12.785120964050293,0.022450536489486694,0.16551341116428375,7.923631346784532e-05,0.12641207873821259,0.0013279628474265337,0.310374915599823
3750000,1.699741244316101,0.49958959221839905,0.12951108813285828,5.277924060821533,3.2624447345733643,295.78570556640625,296.78570556640625,4.99404764175415,0.7039717435836792,12.807228088378906,12.807228088378906,0.024480652064085007,0.1568790078163147,7.646009908057749e-05,0.12548667192459106,0.0012817850802093744,0.310374915599823
3800000,1.6906987428665161,0.5132623314857483,0.18149636685848236,5.2880859375,3.2452170848846436,295.24261474609375,296.24261474609375,4.982248306274414,0.7164638042449951,12.713850021362305,12.713850021362305,0.024745183065533638,0.16023015975952148,7.36862639314495e-05,0.12456206232309341,0.0012356470106169581,0.310374915599823
